station,model,history_hours,horizon,n,mae,rmse,mase,bias,high_n,high_mae,high_bias,overall_pinball,overall_coverage80,overall_width80,high_pinball,high_coverage80,high_width80
Changping,Persistence,72,24,147,67.45578231292517,99.4443063630453,1.5047089552479747,2.5850340136054424,28,114.85714285714286,-52.357142857142854,,,,,,
Changping,Persistence,168,1,147,11.244897959183673,19.3607007800306,0.25083540772740043,-0.2925170068027211,23,20.608695652173914,-4.3478260869565215,,,,,,
Changping,Persistence,168,6,147,36.265306122448976,62.714828070113896,0.8089555708377323,4.9727891156462585,24,70.5,-4.75,,,,,,
Changping,Persistence,168,24,147,67.45578231292517,99.4443063630453,1.5047089552479747,2.5850340136054424,28,114.85714285714286,-52.357142857142854,,,,,,
Changping,Persistence,720,1,147,11.244897959183673,19.3607007800306,0.25083540772740043,-0.2925170068027211,23,20.608695652173914,-4.3478260869565215,,,,,,
Changping,Persistence,720,6,147,36.265306122448976,62.714828070113896,0.8089555708377323,4.9727891156462585,24,70.5,-4.75,,,,,,
Changping,Persistence,720,24,147,67.45578231292517,99.4443063630453,1.5047089552479747,2.5850340136054424,28,114.85714285714286,-52.357142857142854,,,,,,
Changping,Persistence,2160,1,147,11.244897959183673,19.3607007800306,0.25083540772740043,-0.2925170068027211,23,20.608695652173914,-4.3478260869565215,,,,,,
Changping,Persistence,2160,6,147,36.265306122448976,62.714828070113896,0.8089555708377323,4.9727891156462585,24,70.5,-4.75,,,,,,
Changping,Persistence,2160,24,147,67.45578231292517,99.4443063630453,1.5047089552479747,2.5850340136054424,28,114.85714285714286,-52.357142857142854,,,,,,
Changping,Seasonal day,24,1,147,72.0,109.67304532449302,1.6060749881347887,3.442176870748299,23,137.69565217391303,-82.73913043478261,,,,,,
Changping,Seasonal day,24,6,147,72.14965986394557,102.5797847770113,1.6094133904154921,1.08843537414966,24,114.375,-99.625,,,,,,
Changping,Seasonal day,24,24,147,67.45578231292517,99.4443063630453,1.5047089552479747,2.5850340136054424,28,114.85714285714286,-52.357142857142854,,,,,,
Changping,Seasonal day,72,1,147,72.0,109.67304532449302,1.6060749881347887,3.442176870748299,23,137.69565217391303,-82.73913043478261,,,,,,
Changping,Seasonal day,72,6,147,72.14965986394557,102.5797847770113,1.6094133904154921,1.08843537414966,24,114.375,-99.625,,,,,,
Changping,Seasonal day,72,24,147,67.45578231292517,99.4443063630453,1.5047089552479747,2.5850340136054424,28,114.85714285714286,-52.357142857142854,,,,,,
Changping,Seasonal day,168,1,147,72.0,109.67304532449302,1.6060749881347887,3.442176870748299,23,137.69565217391303,-82.73913043478261,,,,,,
